p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
1.76971379491361e-81,0.500796312871152,0.448,0.142,2.489102452546e-77,8,RGS2
1.93878003813603e-81,0.396408814619247,0.164,0.026,2.72689412363833e-77,8,ADAP2
1.42081763696509e-80,0.450646956744212,0.866,0.394,1.9983800063914e-76,8,ATP6V0B
3.90943652009067e-80,0.426076703747708,0.211,0.042,5.49862246550752e-76,8,HNMT
4.99170214385218e-80,0.294871019253038,0.175,0.029,7.02082906532809e-76,8,CBWD2
9.4459771426471e-80,0.500253723379323,0.44,0.143,1.32857668511331e-75,8,LACTB
2.70843305244639e-79,0.528701180216424,0.576,0.215,3.80941108826585e-75,8,VPS29
3.46275310617547e-79,0.386206955796294,0.219,0.044,4.8703622438358e-75,8,PQLC3
1.31878305883768e-78,0.407163362803219,0.253,0.058,1.8548683722552e-74,8,SLC11A1
1.37874974090292e-78,0.483775151564667,0.48,0.164,1.93921151057996e-74,8,CMTM6
1.7422925824149e-78,0.355780822679508,0.169,0.028,2.45053451716656e-74,8,UNC119
8.46200755304987e-78,0.524990860961889,0.415,0.134,1.19018136233646e-73,8,ATP6V1B2
2.05078137989021e-77,0.518330834092246,0.709,0.306,2.88442401081558e-73,8,SAMSN1
3.54042257118993e-77,0.365012427583985,0.127,0.017,4.97960434637863e-73,8,CLEC7A
3.60431523947958e-77,0.522191748169102,0.459,0.155,5.06946938432803e-73,8,IRF7
5.48777950849148e-77,0.503572694995027,0.328,0.091,7.71856187869326e-73,8,PYCARD
6.32098313225618e-77,0.448728967604531,0.25,0.058,8.89046277551832e-73,8,ACOT9
2.16939386687023e-76,0.602616196770756,0.289,0.075,3.05125247375298e-72,8,VAMP5
2.40591853856449e-76,0.302942517086214,0.148,0.022,3.38392442449096e-72,8,SPN
4.07282389911655e-76,0.489596097393998,0.375,0.114,5.72842681410743e-72,8,CD300E
5.16573377344412e-76,0.459099940045714,0.417,0.131,7.26560455234915e-72,8,NMI
7.32056821617633e-76,0.337807693368085,0.143,0.022,1.0296379196052e-71,8,IL10RB-DT
1.24319198039281e-75,0.311265402905566,0.121,0.016,1.74854952042249e-71,8,TLR1
2.91274400578926e-75,0.49161727434208,0.355,0.105,4.0967744441426e-71,8,C5AR1
3.26386415431499e-75,0.460609790928755,0.96,0.554,4.59062493304404e-71,8,S100A6
3.53910010660419e-75,0.407971414436689,0.328,0.09,4.97774429993879e-71,8,IDH2
1.47369992794121e-74,0.45087413023777,0.25,0.06,2.07275894864931e-70,8,TLR2
4.41159041948739e-74,0.536648851065786,0.372,0.114,6.20490192500902e-70,8,IFI6
1.35308383398177e-73,0.416447276814729,0.38,0.116,1.90311241249536e-69,8,AKR1A1
1.21124557430847e-72,0.428630370053692,0.296,0.078,1.70361690026486e-68,8,IFI35
2.00953180110087e-72,0.404957816660202,0.253,0.061,2.82640647824837e-68,8,SAMD9L
2.26298340472017e-72,0.419151983310148,0.237,0.055,3.18288615873893e-68,8,FCGR2A
1.45594915967432e-71,0.406873370487646,0.181,0.035,2.04779249308193e-67,8,ACSL1
6.16644141540784e-71,0.422086736295398,0.61,0.239,8.67309985077112e-67,8,RBX1
8.02547692465622e-71,0.500894707093077,0.37,0.116,1.1287833294529e-66,8,ATP2B1
1.57226024860439e-70,0.413949353334534,0.213,0.047,2.21138403966207e-66,8,BLVRA
2.03695589976751e-70,0.359146749297536,0.138,0.021,2.864978473023e-66,8,SRD5A3
3.43151360089675e-70,0.296403658960277,0.14,0.022,4.82642387966128e-66,8,LRRK2
4.10561741770821e-70,0.382047079298268,0.994,0.828,5.7745508980066e-66,8,MYL6
6.18870001257252e-70,0.448457607928632,0.542,0.205,8.70440656768325e-66,8,BLOC1S1
8.45771183777445e-70,0.296213479639404,0.127,0.019,1.18957716998298e-65,8,MYOF
1.00805680571066e-69,0.253975937986842,0.855,0.368,1.41783189723204e-65,8,LGALS1
3.48055077105986e-69,0.432034325892465,0.609,0.243,4.89539465949569e-65,8,POMP
